Aux out [V]	Aux in [V]	PDH out [a.u.]
3.1610E-1	2.0355E-1	5.2000E+2
3.1610E-1	2.0501E-1	4.7000E+2
3.1622E-1	2.0525E-1	-1.8700E+2
3.1622E-1	2.0501E-1	1.2220E+3
3.1622E-1	2.0525E-1	1.1900E+2
3.1634E-1	2.0598E-1	4.3500E+2
3.1634E-1	2.0525E-1	2.4400E+2
3.1645E-1	2.0380E-1	2.3800E+2
3.1645E-1	2.0525E-1	1.3000E+2
3.1645E-1	2.0574E-1	1.1400E+2
3.1657E-1	2.0428E-1	6.0100E+2
3.1657E-1	2.0331E-1	4.6000E+1
3.1669E-1	2.0550E-1	5.9600E+2
3.1669E-1	2.0525E-1	1.6000E+2
3.1669E-1	2.0428E-1	2.6800E+2
3.1681E-1	2.0307E-1	-1.4000E+1
3.1681E-1	2.0477E-1	3.1200E+2
3.1692E-1	2.0525E-1	-1.5600E+2
3.1692E-1	2.0355E-1	5.3700E+2
3.1692E-1	2.0404E-1	3.1500E+2
3.1704E-1	2.0210E-1	4.4700E+2
3.1704E-1	2.0355E-1	2.6000E+1
3.1716E-1	2.0380E-1	4.4000E+2
3.1716E-1	2.0574E-1	3.4000E+2
3.1716E-1	2.0525E-1	4.0000E+1
3.1728E-1	2.0380E-1	-1.1700E+2
3.1728E-1	2.0453E-1	-1.0600E+2
3.1739E-1	2.0550E-1	-6.2000E+1
3.1739E-1	2.0501E-1	1.5900E+2
3.1739E-1	2.0404E-1	-2.9700E+2
3.1751E-1	2.0525E-1	-2.1300E+2
3.1751E-1	2.0453E-1	3.3700E+2
3.1763E-1	2.0574E-1	4.0000E+0
3.1763E-1	2.0404E-1	-3.2000E+1
3.1763E-1	2.0428E-1	-5.9000E+1
3.1775E-1	2.0210E-1	2.2000E+2
3.1775E-1	2.0477E-1	-5.8600E+2
3.1787E-1	2.0550E-1	-9.1000E+1
3.1787E-1	2.0404E-1	-2.1500E+2
3.1787E-1	2.0574E-1	-3.2100E+2
3.1798E-1	2.0525E-1	-9.0000E+1
3.1798E-1	2.0477E-1	-6.2800E+2
3.1810E-1	2.0307E-1	-5.8400E+2
3.1810E-1	2.0501E-1	-9.8000E+1
3.1822E-1	2.0525E-1	-3.1700E+2
3.1822E-1	2.0550E-1	2.4800E+2
3.1822E-1	2.0525E-1	-1.4900E+2
3.1834E-1	2.0525E-1	-6.4400E+2
3.1834E-1	2.0598E-1	2.0000E+2
3.1845E-1	2.0574E-1	2.6700E+2
3.1845E-1	2.0671E-1	-4.9000E+2
3.1845E-1	2.0623E-1	-3.3300E+2
3.1857E-1	2.0574E-1	8.0000E+1
3.1857E-1	2.0501E-1	-5.4100E+2
3.1857E-1	2.0695E-1	2.2600E+2
3.1869E-1	2.0793E-1	3.1800E+2
3.1869E-1	2.0695E-1	-3.5700E+2
3.1881E-1	2.0525E-1	-5.4100E+2
3.1881E-1	2.0671E-1	-2.3000E+2
3.1881E-1	2.0550E-1	7.4200E+2
3.1892E-1	2.0720E-1	1.3100E+2
3.1892E-1	2.0550E-1	1.8200E+2
3.1904E-1	2.0404E-1	2.0400E+2
3.1904E-1	2.0525E-1	9.0000E+1
3.1916E-1	2.0598E-1	3.8000E+1
3.1916E-1	2.0671E-1	-4.3400E+2
3.1916E-1	2.0453E-1	7.7400E+2
3.1928E-1	2.0525E-1	5.5600E+2
3.1928E-1	2.0598E-1	5.1500E+2
3.1939E-1	2.0647E-1	3.2100E+2
3.1939E-1	2.0671E-1	2.9400E+2
3.1939E-1	2.0525E-1	4.9700E+2
3.1951E-1	2.0574E-1	8.8000E+1
3.1951E-1	2.0525E-1	6.9800E+2
3.1963E-1	2.0574E-1	6.5700E+2
3.1963E-1	2.0501E-1	6.6500E+2
3.1963E-1	2.0501E-1	1.1640E+3
3.1975E-1	2.0477E-1	1.0440E+3
3.1975E-1	2.0355E-1	9.7000E+2
3.1987E-1	2.0355E-1	8.4900E+2
3.1987E-1	2.0331E-1	7.8300E+2
3.1987E-1	2.0404E-1	6.2900E+2
3.1998E-1	2.0380E-1	7.3500E+2
3.1998E-1	2.0307E-1	1.7150E+3
3.2010E-1	2.0307E-1	1.0810E+3
3.2010E-1	2.0234E-1	1.0650E+3
3.2010E-1	2.0258E-1	1.2620E+3
3.2022E-1	2.0283E-1	1.2910E+3
3.2022E-1	2.0307E-1	1.2100E+3
3.2034E-1	2.0064E-1	7.8700E+2
3.2034E-1	2.0064E-1	9.0100E+2
3.2034E-1	2.0015E-1	1.2930E+3
3.2045E-1	2.0040E-1	1.0540E+3
3.2045E-1	2.0015E-1	1.8780E+3
3.2057E-1	1.9942E-1	1.3850E+3
3.2057E-1	2.0064E-1	6.2000E+2
3.2057E-1	2.0015E-1	1.1040E+3
3.2069E-1	1.9894E-1	8.2200E+2
3.2069E-1	1.9967E-1	1.6900E+3
3.2081E-1	1.9845E-1	1.1000E+3
3.2081E-1	1.9797E-1	4.9800E+2
3.2081E-1	1.9942E-1	5.2100E+2
3.2092E-1	1.9675E-1	6.7800E+2
3.2092E-1	1.9821E-1	1.4400E+3
3.2104E-1	1.9870E-1	1.0520E+3
3.2104E-1	1.9651E-1	1.5400E+3
3.2104E-1	1.9870E-1	1.3070E+3
3.2116E-1	1.9894E-1	1.3350E+3
3.2116E-1	1.9797E-1	4.5900E+2
3.2128E-1	1.9578E-1	8.8400E+2
3.2128E-1	1.9797E-1	1.1510E+3
3.2128E-1	1.9554E-1	1.2200E+3
3.2139E-1	1.9699E-1	9.7400E+2
3.2139E-1	1.9675E-1	9.4400E+2
3.2151E-1	1.9627E-1	7.3200E+2
3.2151E-1	1.9432E-1	1.4260E+3
3.2151E-1	1.9481E-1	6.1700E+2
3.2163E-1	1.9651E-1	7.7500E+2
3.2163E-1	1.9554E-1	7.1000E+2
3.2175E-1	1.9481E-1	6.9600E+2
3.2175E-1	1.9384E-1	7.6000E+2
3.2175E-1	1.9481E-1	5.5100E+2
3.2187E-1	1.9529E-1	7.9500E+2
3.2187E-1	1.9408E-1	5.4800E+2
3.2198E-1	1.9554E-1	9.5800E+2
3.2198E-1	1.9286E-1	4.4100E+2
3.2198E-1	1.9238E-1	4.1400E+2
3.2210E-1	1.9408E-1	5.5200E+2
3.2210E-1	1.9408E-1	4.1900E+2
3.2222E-1	1.9238E-1	3.5200E+2
3.2222E-1	1.9335E-1	9.7000E+1
3.2222E-1	1.9262E-1	5.5800E+2
3.2234E-1	1.9238E-1	2.7300E+2
3.2234E-1	1.9262E-1	6.1100E+2
3.2245E-1	1.9505E-1	5.7700E+2
3.2245E-1	1.9311E-1	3.6000E+1
3.2245E-1	1.9238E-1	4.7900E+2
3.2257E-1	1.9311E-1	3.4100E+2
3.2257E-1	1.9165E-1	9.6700E+2
3.2269E-1	1.9335E-1	7.0000E+1
3.2269E-1	1.9311E-1	2.1500E+2
3.2269E-1	1.9335E-1	1.2850E+3
3.2281E-1	1.9092E-1	5.3300E+2
3.2281E-1	1.9092E-1	4.3900E+2
3.2292E-1	1.9311E-1	3.5800E+2
3.2292E-1	1.9116E-1	5.2900E+2
3.2292E-1	1.9165E-1	-1.1200E+2
3.2304E-1	1.9214E-1	3.0700E+2
3.2304E-1	1.9189E-1	2.8200E+2
3.2316E-1	1.9165E-1	-1.5200E+2
3.2316E-1	1.9092E-1	4.5700E+2
3.2316E-1	1.9165E-1	1.0000E+2
3.2328E-1	1.9068E-1	2.3800E+2
3.2328E-1	1.9141E-1	9.6000E+1
3.2340E-1	1.9116E-1	-1.0600E+2
3.2340E-1	1.9141E-1	4.0000E+1
3.2340E-1	1.9141E-1	2.7400E+2
3.2351E-1	1.9044E-1	6.1100E+2
3.2351E-1	1.9141E-1	5.6900E+2
3.2363E-1	1.9044E-1	-1.8600E+2
3.2363E-1	1.9068E-1	1.1680E+3
3.2363E-1	1.9165E-1	4.4900E+2
3.2375E-1	1.9165E-1	-1.6400E+2
3.2375E-1	1.9116E-1	3.1100E+2
3.2387E-1	1.8971E-1	1.6200E+2
3.2387E-1	1.8922E-1	3.1800E+2
3.2387E-1	1.9044E-1	2.8400E+2
3.2398E-1	1.8995E-1	1.2100E+2
3.2398E-1	1.8898E-1	-2.7000E+2
3.2410E-1	1.9019E-1	4.0700E+2
3.2410E-1	1.9116E-1	1.7700E+2
3.2410E-1	1.9068E-1	1.8400E+2
3.2422E-1	1.9019E-1	-2.3300E+2
3.2422E-1	1.9092E-1	1.3000E+2
3.2434E-1	1.9214E-1	2.2600E+2
3.2434E-1	1.9019E-1	-3.1000E+1
3.2434E-1	1.8898E-1	3.1300E+2
3.2445E-1	1.9044E-1	4.8000E+1
3.2445E-1	1.8946E-1	-2.2900E+2
3.2457E-1	1.9189E-1	3.8400E+2
3.2457E-1	1.8971E-1	-1.6600E+2
3.2469E-1	1.9165E-1	-3.9300E+2
3.2469E-1	1.9262E-1	3.8700E+2
3.2469E-1	1.9068E-1	-1.2100E+2
3.2481E-1	1.9092E-1	-3.5900E+2
3.2481E-1	1.9019E-1	-5.1000E+2
3.2492E-1	1.8995E-1	-3.0700E+2
3.2492E-1	1.9311E-1	-9.7000E+1
3.2492E-1	1.9141E-1	-7.2700E+2
3.2504E-1	1.9092E-1	-7.2000E+1
3.2504E-1	1.9019E-1	-1.1900E+2
3.2504E-1	1.9068E-1	-3.3300E+2
3.2516E-1	1.9092E-1	-6.4500E+2
3.2516E-1	1.9141E-1	6.4000E+1
3.2528E-1	1.9141E-1	1.3600E+2
3.2528E-1	1.9116E-1	-3.8400E+2
3.2528E-1	1.9262E-1	-2.0700E+2
3.2540E-1	1.9116E-1	-1.8800E+2
3.2540E-1	1.9238E-1	-3.5500E+2
3.2551E-1	1.9262E-1	-7.9800E+2
3.2551E-1	1.9481E-1	-2.8700E+2
3.2563E-1	1.9092E-1	-7.0800E+2
3.2563E-1	1.9141E-1	-5.0000E+0
3.2563E-1	1.9335E-1	-7.4700E+2
3.2575E-1	1.9384E-1	-2.6700E+2
3.2575E-1	1.9408E-1	3.7500E+2
3.2587E-1	1.9408E-1	-4.6600E+2
3.2587E-1	1.9335E-1	-3.6700E+2
3.2587E-1	1.9335E-1	-9.3000E+1
3.2598E-1	1.9408E-1	-5.0300E+2
3.2598E-1	1.9116E-1	-2.7600E+2
3.2610E-1	1.9384E-1	-4.1600E+2
3.2610E-1	1.9359E-1	6.3000E+1
3.2610E-1	1.9286E-1	1.0500E+2
3.2622E-1	1.9359E-1	-3.1600E+2
3.2622E-1	1.9359E-1	-7.6600E+2
3.2634E-1	1.9457E-1	2.6900E+2
3.2634E-1	1.9432E-1	2.2500E+2
3.2634E-1	1.9262E-1	2.7000E+1
3.2645E-1	1.9335E-1	4.5200E+2
3.2645E-1	1.9238E-1	3.3000E+2
3.2657E-1	1.9335E-1	5.3000E+1
3.2657E-1	1.9335E-1	-3.8000E+1
3.2657E-1	1.9335E-1	1.3900E+2
3.2669E-1	1.9408E-1	6.6500E+2
3.2669E-1	1.9359E-1	2.4100E+2
3.2681E-1	1.9165E-1	-1.2000E+2
3.2681E-1	1.9359E-1	9.3600E+2
3.2681E-1	1.9359E-1	1.0590E+3
3.2692E-1	1.9092E-1	1.4600E+3
3.2692E-1	1.9068E-1	4.3600E+2
3.2704E-1	1.9311E-1	1.1230E+3
3.2704E-1	1.9238E-1	1.6960E+3
3.2704E-1	1.9044E-1	1.1120E+3
3.2716E-1	1.9068E-1	8.5600E+2
3.2716E-1	1.9116E-1	2.5100E+2
3.2728E-1	1.9165E-1	5.6000E+2
3.2728E-1	1.9141E-1	9.8900E+2
3.2728E-1	1.8922E-1	8.1800E+2
3.2740E-1	1.8898E-1	1.0170E+3
3.2740E-1	1.8849E-1	3.0700E+2
3.2751E-1	1.9044E-1	1.1000E+3
3.2751E-1	1.8776E-1	1.2250E+3
3.2751E-1	1.8752E-1	4.7300E+2
3.2763E-1	1.8703E-1	5.9500E+2
3.2763E-1	1.8728E-1	6.3300E+2
3.2775E-1	1.8752E-1	8.0400E+2
3.2775E-1	1.8752E-1	6.4700E+2
3.2775E-1	1.8679E-1	1.1870E+3
3.2787E-1	1.8703E-1	6.7400E+2
3.2787E-1	1.8582E-1	6.8700E+2
3.2798E-1	1.8606E-1	2.1700E+2
3.2798E-1	1.8606E-1	5.0200E+2
3.2798E-1	1.8801E-1	2.4500E+2
3.2810E-1	1.8509E-1	2.9200E+2
3.2810E-1	1.8606E-1	6.4900E+2
3.2822E-1	1.8655E-1	7.8000E+1
3.2822E-1	1.8485E-1	5.2300E+2
3.2822E-1	1.8582E-1	1.0650E+3
3.2834E-1	1.8533E-1	6.5800E+2
3.2834E-1	1.8582E-1	6.0700E+2
3.2845E-1	1.8679E-1	3.9100E+2
3.2845E-1	1.8679E-1	2.9000E+2
3.2845E-1	1.8679E-1	5.6600E+2
3.2857E-1	1.8363E-1	8.6500E+2
3.2857E-1	1.8606E-1	8.1400E+2
3.2869E-1	1.8606E-1	4.6500E+2
3.2869E-1	1.8606E-1	3.1000E+2
3.2869E-1	1.8533E-1	9.2000E+1
3.2881E-1	1.8436E-1	4.9100E+2
3.2881E-1	1.8388E-1	5.1100E+2
3.2892E-1	1.8485E-1	-1.7000E+2
3.2892E-1	1.8533E-1	4.9600E+2
3.2892E-1	1.8461E-1	2.3900E+2
3.2904E-1	1.8363E-1	3.2900E+2
3.2904E-1	1.8461E-1	4.6600E+2
3.2916E-1	1.8388E-1	4.1400E+2
3.2916E-1	1.8339E-1	8.3000E+1
3.2916E-1	1.8412E-1	4.1000E+1
3.2928E-1	1.8461E-1	1.5100E+2
3.2928E-1	1.8533E-1	-2.6800E+2
3.2940E-1	1.8436E-1	7.1000E+1
3.2940E-1	1.8582E-1	3.2100E+2
3.2940E-1	1.8558E-1	2.7300E+2
3.2951E-1	1.8558E-1	2.7100E+2
3.2951E-1	1.8388E-1	-4.1800E+2
3.2963E-1	1.8436E-1	-3.3100E+2
3.2963E-1	1.8461E-1	6.1300E+2
3.2963E-1	1.8339E-1	-4.2600E+2
3.2975E-1	1.8485E-1	-3.3300E+2
3.2975E-1	1.8533E-1	-4.0500E+2
3.2987E-1	1.8631E-1	3.9400E+2
3.2987E-1	1.8509E-1	2.4000E+2
3.2987E-1	1.8509E-1	-1.3100E+2
3.2998E-1	1.8388E-1	-3.4000E+1
3.2998E-1	1.8558E-1	-5.0100E+2
3.3010E-1	1.8703E-1	-2.6700E+2
3.3010E-1	1.8558E-1	-1.7300E+2
3.3010E-1	1.8339E-1	-3.4400E+2
3.3022E-1	1.8679E-1	-6.7500E+2
3.3022E-1	1.8655E-1	-3.2900E+2
3.3034E-1	1.8776E-1	1.0800E+2
3.3034E-1	1.8703E-1	-2.8500E+2
3.3034E-1	1.8703E-1	-4.4000E+2
3.3045E-1	1.8533E-1	4.0000E+1
3.3045E-1	1.8728E-1	-8.1200E+2
3.3057E-1	1.8873E-1	-1.4000E+2
3.3057E-1	1.8922E-1	-6.8800E+2
3.3057E-1	1.8946E-1	-2.4800E+2
3.3069E-1	1.8801E-1	-3.5900E+2
3.3069E-1	1.8849E-1	-3.4000E+1
3.3081E-1	1.8971E-1	-5.2600E+2
3.3081E-1	1.8898E-1	-9.6300E+2
3.3093E-1	1.8946E-1	-6.0000E+2
3.3093E-1	1.8971E-1	-3.7100E+2
3.3093E-1	1.8971E-1	-1.0230E+3
3.3104E-1	1.9214E-1	-1.0300E+3
3.3104E-1	1.9165E-1	-2.9700E+2
3.3116E-1	1.9408E-1	-7.5500E+2
3.3116E-1	1.9578E-1	-1.3440E+3
3.3116E-1	1.9529E-1	-1.6130E+3
3.3128E-1	1.9505E-1	-1.2630E+3
3.3128E-1	1.9675E-1	-1.2700E+3
3.3140E-1	1.9797E-1	-1.4920E+3
3.3140E-1	1.9651E-1	-1.0830E+3
3.3140E-1	1.9772E-1	-1.0830E+3
3.3151E-1	2.0283E-1	-1.6420E+3
3.3151E-1	1.9748E-1	-1.6880E+3
3.3151E-1	1.9894E-1	-1.0550E+3
3.3163E-1	2.0064E-1	-1.6160E+3
3.3163E-1	2.0283E-1	-1.5220E+3
3.3175E-1	2.0283E-1	-1.9920E+3
3.3175E-1	2.0404E-1	-1.1530E+3
3.3187E-1	2.0525E-1	-1.6740E+3
3.3187E-1	2.0525E-1	-1.7290E+3
3.3187E-1	2.0574E-1	-1.7540E+3
3.3198E-1	2.0768E-1	-1.5170E+3
3.3198E-1	2.0793E-1	-1.3400E+3
3.3210E-1	2.0720E-1	-9.7100E+2
3.3210E-1	2.0793E-1	-1.3150E+3
3.3210E-1	2.0671E-1	-6.7000E+2
3.3222E-1	2.0817E-1	-1.0980E+3
3.3222E-1	2.0744E-1	-7.0800E+2
3.3234E-1	2.1084E-1	-3.0900E+2
3.3234E-1	2.1084E-1	-6.7800E+2
3.3234E-1	2.1060E-1	-1.1490E+3
3.3245E-1	2.0963E-1	-6.1800E+2
3.3245E-1	2.0963E-1	-4.2600E+2
3.3257E-1	2.1133E-1	-1.8000E+1
3.3257E-1	2.1011E-1	1.9700E+2
3.3257E-1	2.1181E-1	-8.7000E+1
3.3269E-1	2.1060E-1	2.9700E+2
3.3269E-1	2.1230E-1	1.3500E+2
3.3281E-1	2.0938E-1	7.7000E+1
3.3281E-1	2.0987E-1	7.6000E+1
3.3281E-1	2.1060E-1	9.9700E+2
3.3293E-1	2.0938E-1	1.0600E+3
3.3293E-1	2.0890E-1	1.3330E+3
3.3304E-1	2.0744E-1	1.4120E+3
3.3304E-1	2.0501E-1	1.8540E+3
3.3304E-1	2.0283E-1	1.6030E+3
3.3316E-1	2.0234E-1	1.4680E+3
3.3316E-1	2.0137E-1	1.7490E+3
3.3328E-1	2.0331E-1	1.3260E+3
3.3328E-1	2.0210E-1	1.5320E+3
3.3328E-1	1.9748E-1	1.9150E+3
3.3340E-1	1.9627E-1	1.7870E+3
3.3340E-1	1.9748E-1	1.4990E+3
3.3351E-1	1.9797E-1	1.5230E+3
3.3351E-1	1.9651E-1	1.7840E+3
3.3351E-1	1.9505E-1	1.6450E+3
3.3363E-1	1.9432E-1	1.8000E+3
3.3363E-1	1.9286E-1	1.6040E+3
3.3375E-1	1.9238E-1	1.5370E+3
3.3375E-1	1.9189E-1	1.1220E+3
3.3375E-1	1.9019E-1	1.1920E+3
3.3387E-1	1.9019E-1	8.5800E+2
3.3387E-1	1.9044E-1	1.2510E+3
3.3398E-1	1.9165E-1	1.2080E+3
3.3398E-1	1.9068E-1	9.6400E+2
3.3398E-1	1.8995E-1	8.9400E+2
3.3410E-1	1.8849E-1	1.1200E+3
3.3410E-1	1.8971E-1	1.2080E+3
3.3422E-1	1.9019E-1	1.3820E+3
3.3422E-1	1.8849E-1	8.6000E+2
3.3422E-1	1.8873E-1	9.1600E+2
3.3434E-1	1.8582E-1	1.0380E+3
3.3434E-1	1.8388E-1	1.0630E+3
3.3445E-1	1.8655E-1	1.1590E+3
3.3445E-1	1.8582E-1	8.6900E+2
3.3445E-1	1.8485E-1	7.2600E+2
3.3457E-1	1.8461E-1	3.0800E+2
3.3457E-1	1.8436E-1	2.1600E+2
3.3469E-1	1.8388E-1	8.3900E+2
3.3469E-1	1.8388E-1	5.8400E+2
3.3469E-1	1.8388E-1	1.8400E+2
3.3481E-1	1.8266E-1	3.7800E+2
3.3481E-1	1.8169E-1	4.3100E+2
3.3493E-1	1.8388E-1	5.2100E+2
3.3493E-1	1.8339E-1	4.7700E+2
3.3493E-1	1.8169E-1	1.9400E+2
3.3504E-1	1.8266E-1	3.9600E+2
3.3504E-1	1.8242E-1	2.4900E+2
3.3516E-1	1.8169E-1	1.5300E+2
3.3516E-1	1.8193E-1	3.9400E+2
3.3516E-1	1.8193E-1	-1.0300E+2
3.3528E-1	1.8242E-1	1.2300E+2
3.3528E-1	1.7902E-1	1.6700E+2
3.3540E-1	1.8048E-1	3.4400E+2
3.3540E-1	1.8096E-1	6.4000E+2
3.3540E-1	1.7999E-1	1.0200E+2
3.3551E-1	1.8048E-1	-4.3000E+1
3.3551E-1	1.7975E-1	-1.0000E+0
3.3563E-1	1.8023E-1	1.0000E+1
3.3563E-1	1.8120E-1	3.2100E+2
3.3563E-1	1.8120E-1	-3.7400E+2
3.3575E-1	1.8169E-1	4.0900E+2
3.3575E-1	1.8096E-1	4.6300E+2
3.3587E-1	1.7999E-1	4.0000E+2
3.3587E-1	1.8048E-1	4.9000E+1
3.3587E-1	1.7975E-1	3.9500E+2
3.3598E-1	1.8072E-1	2.1900E+2
3.3598E-1	1.8072E-1	3.7600E+2
3.3610E-1	1.8072E-1	2.5300E+2
3.3610E-1	1.8023E-1	7.6300E+2
3.3610E-1	1.8096E-1	7.7200E+2
3.3622E-1	1.7950E-1	8.4000E+1
3.3622E-1	1.7975E-1	-2.7100E+2
3.3634E-1	1.7999E-1	-1.8900E+2
3.3634E-1	1.8145E-1	-3.2000E+2
3.3634E-1	1.8169E-1	-4.2000E+1
3.3645E-1	1.8242E-1	-3.6900E+2
3.3645E-1	1.8145E-1	-2.0300E+2
3.3657E-1	1.8072E-1	6.6000E+1
3.3657E-1	1.8145E-1	-7.2600E+2
3.3657E-1	1.8169E-1	9.1000E+1
3.3669E-1	1.8242E-1	-4.9700E+2
3.3669E-1	1.8339E-1	-7.9200E+2
3.3681E-1	1.8193E-1	-4.1400E+2
3.3681E-1	1.8193E-1	-1.3900E+2
3.3681E-1	1.8388E-1	-1.9200E+2
3.3693E-1	1.8290E-1	-9.1700E+2
3.3693E-1	1.8388E-1	-7.9400E+2
3.3704E-1	1.8558E-1	-2.0700E+2
3.3704E-1	1.8363E-1	-1.0810E+3
3.3716E-1	1.8315E-1	-7.6700E+2
3.3716E-1	1.8655E-1	-1.3100E+2
3.3716E-1	1.8849E-1	-1.5620E+3
3.3728E-1	1.8752E-1	-4.6000E+2
3.3728E-1	1.8776E-1	-1.1140E+3
3.3740E-1	1.8679E-1	-1.0880E+3
3.3740E-1	1.8679E-1	-1.3600E+3
3.3740E-1	1.8849E-1	-1.0660E+3
3.3751E-1	1.8995E-1	-1.0170E+3
3.3751E-1	1.8898E-1	-1.1510E+3
3.3763E-1	1.8946E-1	-1.9200E+3
3.3763E-1	1.8946E-1	-1.7680E+3
3.3763E-1	1.9068E-1	-1.0050E+3
3.3775E-1	1.9141E-1	-1.6810E+3
3.3775E-1	1.9141E-1	-1.5520E+3
3.3787E-1	1.8922E-1	-1.5620E+3
3.3787E-1	1.9189E-1	-1.3430E+3
3.3787E-1	1.9262E-1	-1.1180E+3
3.3798E-1	1.9699E-1	-2.4160E+3
3.3798E-1	1.9554E-1	-1.4980E+3
3.3810E-1	1.9481E-1	-7.4500E+2
3.3810E-1	1.9724E-1	-1.2230E+3
3.3810E-1	2.0015E-1	-1.9900E+3
3.3822E-1	2.0161E-1	-1.9580E+3
3.3822E-1	1.9991E-1	-2.2960E+3
3.3834E-1	1.9942E-1	-1.6570E+3
3.3834E-1	2.0283E-1	-2.6720E+3
3.3834E-1	2.0598E-1	-2.7880E+3
3.3846E-1	2.1036E-1	-2.7790E+3
3.3846E-1	2.0695E-1	-2.5120E+3
3.3857E-1	2.0671E-1	-2.6490E+3
3.3857E-1	2.0963E-1	-3.0900E+3
3.3857E-1	2.1133E-1	-2.9550E+3
3.3869E-1	2.1692E-1	-2.2310E+3
3.3869E-1	2.1570E-1	-2.0360E+3
3.3881E-1	2.1862E-1	-2.3970E+3
3.3881E-1	2.2105E-1	-1.9220E+3
3.3881E-1	2.1789E-1	-2.4640E+3
3.3893E-1	2.2202E-1	-2.0540E+3
3.3893E-1	2.2250E-1	-2.0290E+3
