Aux out [V]	Aux in [V]	PDH out [a.u.]
5.4447E-1	6.1921E-1	-1.6100E+2
5.4482E-1	6.1946E-1	-2.5700E+2
5.4518E-1	6.1751E-1	-2.6300E+2
5.4553E-1	6.1727E-1	2.5200E+2
5.4588E-1	6.1800E-1	3.0000E+1
5.4624E-1	6.1678E-1	-3.5400E+2
5.4659E-1	6.1751E-1	-6.4100E+2
5.4694E-1	6.1848E-1	-5.6200E+2
5.4729E-1	6.1775E-1	-2.9300E+2
5.4765E-1	6.1678E-1	3.5600E+2
5.4800E-1	6.1727E-1	-4.2900E+2
5.4835E-1	6.1873E-1	-3.3100E+2
5.4871E-1	6.1654E-1	-3.5700E+2
5.4906E-1	6.1873E-1	-3.6100E+2
5.4941E-1	6.1824E-1	-5.2900E+2
5.4976E-1	6.1678E-1	-2.6500E+2
5.5012E-1	6.1751E-1	-3.9700E+2
5.5047E-1	6.1678E-1	-4.6000E+1
5.5082E-1	6.1824E-1	-3.2400E+2
5.5118E-1	6.1508E-1	-7.0700E+2
5.5153E-1	6.1654E-1	-3.8800E+2
5.5188E-1	6.1703E-1	-8.7000E+1
5.5224E-1	6.1727E-1	3.8000E+1
5.5259E-1	6.1703E-1	-5.4200E+2
5.5294E-1	6.1654E-1	-7.5000E+1
5.5329E-1	6.1727E-1	-2.4600E+2
5.5377E-1	6.1557E-1	-3.7700E+2
5.5412E-1	6.1678E-1	-3.6900E+2
5.5447E-1	6.1654E-1	-1.9200E+2
5.5482E-1	6.1775E-1	-5.2000E+1
5.5518E-1	6.1508E-1	-2.6700E+2
5.5541E-1	6.1557E-1	-8.2500E+2
5.5588E-1	6.1557E-1	-1.6900E+2
5.5624E-1	6.1460E-1	1.1900E+2
5.5659E-1	6.1314E-1	6.8000E+1
5.5694E-1	6.1362E-1	-1.0000E+2
5.5729E-1	6.1581E-1	3.5000E+1
5.5765E-1	6.1314E-1	-2.4100E+2
5.5800E-1	6.1362E-1	-5.0600E+2
5.5835E-1	6.1460E-1	4.1000E+1
5.5871E-1	6.1362E-1	-3.3100E+2
5.5906E-1	6.1557E-1	-9.2000E+1
5.5941E-1	6.1508E-1	-9.5000E+1
5.5977E-1	6.1314E-1	-8.4000E+2
5.6012E-1	6.1411E-1	-2.7100E+2
5.6047E-1	6.1314E-1	3.9000E+1
5.6082E-1	6.1338E-1	-2.8400E+2
5.6118E-1	6.1387E-1	-5.0200E+2
5.6153E-1	6.1144E-1	5.1100E+2
5.6188E-1	6.1265E-1	-4.9700E+2
5.6224E-1	6.1290E-1	1.5400E+2
5.6259E-1	6.1192E-1	-1.9700E+2
5.6294E-1	6.1095E-1	-1.1160E+3
5.6330E-1	6.1241E-1	3.4700E+2
5.6377E-1	6.1338E-1	-3.9000E+2
5.6412E-1	6.1265E-1	-5.0600E+2
5.6447E-1	6.1192E-1	-2.1900E+2
5.6471E-1	6.1217E-1	2.7800E+2
5.6506E-1	6.1022E-1	-6.1000E+1
5.6553E-1	6.1047E-1	-6.8000E+1
5.6588E-1	6.1071E-1	4.6000E+1
5.6624E-1	6.1120E-1	-9.8000E+1
5.6659E-1	6.1071E-1	-5.5700E+2
5.6694E-1	6.0974E-1	5.7000E+1
5.6730E-1	6.1047E-1	-6.6300E+2
5.6765E-1	6.1022E-1	3.7600E+2
5.6800E-1	6.0974E-1	4.5000E+1
5.6835E-1	6.1192E-1	-4.5500E+2
5.6871E-1	6.0925E-1	-2.9100E+2
5.6906E-1	6.0925E-1	-7.9300E+2
5.6941E-1	6.0949E-1	1.6800E+2
5.6977E-1	6.0731E-1	-3.9000E+2
5.7012E-1	6.0804E-1	-6.3000E+1
5.7047E-1	6.0877E-1	-2.0700E+2
5.7083E-1	6.0901E-1	1.4100E+2
5.7118E-1	6.0852E-1	-5.3600E+2
5.7153E-1	6.0707E-1	-2.1600E+2
5.7188E-1	6.0707E-1	-1.0200E+2
5.7224E-1	6.0852E-1	-1.4800E+2
5.7259E-1	6.0779E-1	1.2900E+2
5.7294E-1	6.0731E-1	-2.0500E+2
5.7341E-1	6.0585E-1	1.0900E+2
5.7365E-1	6.0707E-1	-1.5200E+2
5.7400E-1	6.0536E-1	-4.4400E+2
5.7436E-1	6.0634E-1	-1.9800E+2
5.7471E-1	6.0488E-1	-1.6200E+2
5.7506E-1	6.0585E-1	-3.4000E+1
5.7553E-1	6.0585E-1	-5.7300E+2
5.7588E-1	6.0658E-1	-3.5300E+2
5.7624E-1	6.0634E-1	-7.3000E+2
5.7659E-1	6.0585E-1	6.2000E+1
5.7694E-1	6.0318E-1	-2.9000E+1
5.7730E-1	6.0439E-1	-5.4900E+2
5.7765E-1	6.0439E-1	-3.4600E+2
5.7800E-1	6.0366E-1	3.5700E+2
5.7836E-1	6.0391E-1	1.7000E+1
5.7871E-1	6.0221E-1	1.8800E+2
5.7906E-1	6.0391E-1	2.4400E+2
5.7941E-1	6.0342E-1	2.1800E+2
5.7977E-1	6.0245E-1	4.6000E+2
5.8012E-1	6.0075E-1	-1.0900E+2
5.8047E-1	6.0318E-1	-1.3800E+2
5.8083E-1	6.0342E-1	-1.2300E+2
5.8118E-1	6.0051E-1	-5.0100E+2
5.8153E-1	6.0099E-1	4.5000E+1
5.8189E-1	6.0196E-1	-3.3300E+2
5.8224E-1	6.0026E-1	-2.8200E+2
5.8259E-1	6.0051E-1	-6.7100E+2
5.8294E-1	5.9953E-1	-1.2000E+2
5.8330E-1	6.0075E-1	-6.1000E+1
5.8365E-1	5.9953E-1	-1.7000E+1
5.8400E-1	5.9929E-1	2.9200E+2
5.8436E-1	5.9978E-1	-2.8300E+2
5.8471E-1	5.9929E-1	-2.1100E+2
5.8518E-1	5.9881E-1	-2.0000E+0
5.8553E-1	5.9832E-1	-4.3000E+1
5.8589E-1	5.9929E-1	-5.0400E+2
5.8624E-1	5.9832E-1	-1.5800E+2
5.8659E-1	5.9783E-1	2.0000E+0
5.8683E-1	5.9711E-1	-3.6300E+2
5.8730E-1	5.9759E-1	3.5000E+1
5.8765E-1	5.9662E-1	4.3800E+2
5.8800E-1	5.9711E-1	-2.5800E+2
5.8836E-1	5.9468E-1	-3.3000E+2
5.8871E-1	5.9613E-1	6.4700E+2
5.8906E-1	5.9516E-1	-5.4700E+2
5.8941E-1	5.9395E-1	3.5900E+2
5.8977E-1	5.9565E-1	4.5000E+1
5.9012E-1	5.9443E-1	-4.7800E+2
5.9047E-1	5.9322E-1	-1.6300E+2
5.9083E-1	5.9370E-1	3.0600E+2
5.9118E-1	5.9249E-1	1.3600E+2
5.9153E-1	5.9273E-1	-1.8000E+1
5.9189E-1	5.9127E-1	4.5000E+1
5.9224E-1	5.9200E-1	3.8600E+2
5.9259E-1	5.9152E-1	3.6000E+1
5.9294E-1	5.9152E-1	-4.0400E+2
5.9330E-1	5.9030E-1	1.9900E+2
5.9365E-1	5.9152E-1	-3.3100E+2
5.9400E-1	5.9030E-1	-4.1500E+2
5.9436E-1	5.9079E-1	1.7400E+2
5.9483E-1	5.9127E-1	-4.3100E+2
5.9518E-1	5.8933E-1	7.1000E+1
5.9553E-1	5.8885E-1	-8.7000E+1
5.9577E-1	5.8909E-1	3.7000E+1
5.9612E-1	5.8787E-1	-1.9600E+2
5.9647E-1	5.8763E-1	-3.8000E+1
5.9694E-1	5.8739E-1	4.3200E+2
5.9730E-1	5.8642E-1	1.7700E+2
5.9765E-1	5.8617E-1	-2.7900E+2
5.9800E-1	5.8787E-1	1.8100E+2
5.9836E-1	5.8690E-1	-2.9600E+2
5.9871E-1	5.8496E-1	-4.6100E+2
5.9906E-1	5.8399E-1	-7.0000E+0
5.9942E-1	5.8472E-1	-4.1000E+2
5.9977E-1	5.8447E-1	3.7400E+2
6.0012E-1	5.8447E-1	-3.8000E+2
6.0047E-1	5.8350E-1	-2.7100E+2
6.0083E-1	5.8374E-1	-5.0600E+2
6.0118E-1	5.8204E-1	9.0000E+0
6.0153E-1	5.8131E-1	-5.0000E+0
6.0189E-1	5.8131E-1	2.5400E+2
6.0224E-1	5.8180E-1	-4.6200E+2
6.0259E-1	5.8010E-1	-4.8000E+1
6.0295E-1	5.8034E-1	-1.2100E+2
6.0330E-1	5.7913E-1	-3.3400E+2
6.0365E-1	5.7961E-1	-1.2400E+2
6.0400E-1	5.8010E-1	-1.0000E+0
6.0436E-1	5.7913E-1	-4.6000E+2
6.0471E-1	5.7791E-1	-2.6100E+2
6.0506E-1	5.7791E-1	-4.4100E+2
6.0542E-1	5.7767E-1	1.6900E+2
6.0577E-1	5.7889E-1	-5.3200E+2
6.0612E-1	5.7646E-1	-8.1000E+1
6.0659E-1	5.7597E-1	-6.3000E+1
6.0695E-1	5.7621E-1	1.8400E+2
6.0730E-1	5.7573E-1	3.9900E+2
6.0765E-1	5.7621E-1	5.0000E+1
6.0800E-1	5.7670E-1	-7.0700E+2
6.0836E-1	5.7427E-1	-3.3300E+2
6.0871E-1	5.7305E-1	-8.5000E+1
6.0906E-1	5.7378E-1	-2.5500E+2
6.0942E-1	5.7354E-1	6.5900E+2
6.0977E-1	5.7233E-1	-4.8100E+2
6.1012E-1	5.7305E-1	8.5100E+2
6.1048E-1	5.7111E-1	-1.6000E+1
6.1083E-1	5.7063E-1	1.6700E+2
6.1118E-1	5.7330E-1	-1.2000E+1
6.1153E-1	5.7160E-1	4.9700E+2
6.1189E-1	5.6917E-1	2.2000E+2
6.1224E-1	5.6917E-1	2.8700E+2
6.1259E-1	5.6820E-1	3.8100E+2
6.1295E-1	5.6795E-1	-3.3400E+2
6.1330E-1	5.6698E-1	-1.4300E+2
6.1365E-1	5.6674E-1	6.1900E+2
6.1401E-1	5.6771E-1	-7.3000E+1
6.1436E-1	5.6625E-1	-6.1000E+1
6.1471E-1	5.6698E-1	-1.3400E+2
6.1506E-1	5.6674E-1	-5.4000E+2
6.1542E-1	5.6577E-1	3.7900E+2
6.1577E-1	5.6528E-1	-4.2700E+2
6.1612E-1	5.6455E-1	2.9700E+2
6.1659E-1	5.6455E-1	3.8800E+2
6.1695E-1	5.6309E-1	5.5100E+2
6.1730E-1	5.6285E-1	5.5200E+2
6.1765E-1	5.6237E-1	3.5300E+2
6.1789E-1	5.6237E-1	4.6600E+2
6.1836E-1	5.6042E-1	-2.8100E+2
6.1871E-1	5.6067E-1	2.6900E+2
6.1906E-1	5.6115E-1	7.0000E+0
6.1942E-1	5.5945E-1	5.4800E+2
6.1977E-1	5.6018E-1	-1.5500E+2
6.2012E-1	5.5872E-1	-6.0300E+2
6.2048E-1	5.5824E-1	2.1700E+2
6.2083E-1	5.5896E-1	4.1600E+2
6.2118E-1	5.5629E-1	2.5100E+2
6.2154E-1	5.5702E-1	-3.3500E+2
6.2189E-1	5.5629E-1	3.2600E+2
6.2224E-1	5.5726E-1	2.6000E+1
6.2259E-1	5.5678E-1	-5.8200E+2
6.2295E-1	5.5532E-1	-1.6400E+2
6.2330E-1	5.5435E-1	3.5100E+2
6.2365E-1	5.5362E-1	2.3900E+2
6.2401E-1	5.5435E-1	-1.2600E+2
6.2436E-1	5.5362E-1	2.6200E+2
6.2471E-1	5.5338E-1	6.6000E+1
6.2506E-1	5.5338E-1	-3.7700E+2
6.2542E-1	5.5265E-1	8.3600E+2
6.2577E-1	5.5289E-1	-3.2900E+2
6.2624E-1	5.5071E-1	2.3400E+2
6.2659E-1	5.4998E-1	4.4000E+1
6.2695E-1	5.4949E-1	-3.3400E+2
6.2718E-1	5.5046E-1	1.1600E+2
6.2754E-1	5.4900E-1	2.6600E+2
6.2789E-1	5.4998E-1	1.9600E+2
6.2836E-1	5.4949E-1	8.3000E+1
6.2871E-1	5.4755E-1	-2.9800E+2
6.2907E-1	5.4536E-1	8.9000E+1
6.2942E-1	5.4658E-1	2.6400E+2
6.2977E-1	5.4658E-1	-7.3000E+1
6.3012E-1	5.4706E-1	-3.6000E+1
6.3048E-1	5.4633E-1	-1.1100E+2
6.3083E-1	5.4463E-1	-2.0000E+0
6.3118E-1	5.4463E-1	6.2900E+2
6.3154E-1	5.4415E-1	-4.4300E+2
6.3189E-1	5.4293E-1	2.1800E+2
6.3224E-1	5.4293E-1	5.6400E+2
6.3259E-1	5.4099E-1	-1.1000E+2
6.3295E-1	5.4269E-1	-2.8000E+2
6.3330E-1	5.4196E-1	8.1000E+1
6.3365E-1	5.4002E-1	-1.9700E+2
6.3401E-1	5.4099E-1	-4.8400E+2
6.3436E-1	5.4147E-1	2.6800E+2
6.3471E-1	5.3977E-1	1.9000E+1
6.3507E-1	5.4002E-1	1.3600E+2
6.3542E-1	5.3880E-1	-6.2000E+1
6.3577E-1	5.3783E-1	-1.7700E+2
6.3624E-1	5.3734E-1	3.1900E+2
6.3648E-1	5.3783E-1	7.8000E+1
6.3683E-1	5.3783E-1	3.9700E+2
6.3718E-1	5.3564E-1	3.7000E+1
6.3754E-1	5.3734E-1	1.4700E+2
6.3801E-1	5.3734E-1	3.7900E+2
6.3836E-1	5.3491E-1	1.2300E+2
6.3871E-1	5.3564E-1	1.1200E+2
6.3907E-1	5.3516E-1	-1.2300E+2
6.3942E-1	5.3613E-1	2.0000E+1
6.3977E-1	5.3516E-1	9.2000E+1
6.4012E-1	5.3370E-1	-2.0800E+2
6.4048E-1	5.3273E-1	3.0300E+2
6.4083E-1	5.3224E-1	1.0800E+2
6.4118E-1	5.3030E-1	-5.2000E+2
6.4154E-1	5.3249E-1	-3.2400E+2
6.4189E-1	5.3103E-1	-4.2200E+2
6.4224E-1	5.3200E-1	-6.0000E+1
6.4260E-1	5.2860E-1	-3.3700E+2
6.4295E-1	5.3127E-1	-3.2800E+2
6.4330E-1	5.2981E-1	1.1000E+2
6.4365E-1	5.3030E-1	-5.2600E+2
6.4401E-1	5.2884E-1	3.0000E+2
6.4436E-1	5.2763E-1	-1.3100E+2
6.4471E-1	5.2836E-1	-4.6000E+1
6.4507E-1	5.2714E-1	1.6700E+2
6.4542E-1	5.2690E-1	-4.8000E+1
6.4577E-1	5.2738E-1	4.7000E+1
6.4613E-1	5.2714E-1	-3.7100E+2
6.4648E-1	5.2520E-1	1.9500E+2
6.4683E-1	5.2641E-1	-2.1900E+2
6.4718E-1	5.2471E-1	-1.3200E+2
6.4765E-1	5.2423E-1	-1.0700E+2
6.4801E-1	5.2617E-1	3.3900E+2
6.4836E-1	5.2471E-1	-2.4800E+2
6.4871E-1	5.2447E-1	1.3800E+2
6.4907E-1	5.2398E-1	1.2900E+2
6.4942E-1	5.2350E-1	-4.9100E+2
6.4977E-1	5.2277E-1	2.9000E+1
6.5013E-1	5.2325E-1	1.1600E+2
6.5048E-1	5.2374E-1	1.8300E+2
6.5083E-1	5.2350E-1	-1.9300E+2
6.5118E-1	5.2301E-1	1.4700E+2
6.5154E-1	5.2155E-1	4.3200E+2
6.5189E-1	5.2107E-1	3.3000E+1
6.5224E-1	5.2277E-1	-1.1800E+2
6.5260E-1	5.2204E-1	1.1000E+2
6.5295E-1	5.1937E-1	-5.2100E+2
6.5330E-1	5.2058E-1	-3.8300E+2
6.5366E-1	5.2034E-1	-1.5500E+2
6.5401E-1	5.1912E-1	6.4000E+1
6.5436E-1	5.2058E-1	1.9400E+2
6.5471E-1	5.2082E-1	7.6000E+1
6.5507E-1	5.2058E-1	-1.2700E+2
6.5542E-1	5.1864E-1	1.0500E+2
6.5577E-1	5.1888E-1	2.7400E+2
6.5613E-1	5.1718E-1	5.2900E+2
6.5648E-1	5.1767E-1	-2.1700E+2
6.5683E-1	5.1864E-1	-3.0800E+2
6.5718E-1	5.1767E-1	3.8700E+2
6.5766E-1	5.1815E-1	1.5400E+2
6.5801E-1	5.1742E-1	5.9000E+2
6.5836E-1	5.1742E-1	-3.9300E+2
6.5860E-1	5.1524E-1	-1.1500E+2
6.5895E-1	5.1621E-1	-5.0000E+2
6.5942E-1	5.1742E-1	-1.9100E+2
6.5977E-1	5.1791E-1	8.5000E+1
6.6013E-1	5.1621E-1	7.0000E+1
6.6048E-1	5.1548E-1	-7.5300E+2
6.6083E-1	5.1694E-1	-6.2400E+2
6.6119E-1	5.1645E-1	6.4000E+1
6.6154E-1	5.1645E-1	-2.4700E+2
6.6189E-1	5.1694E-1	9.1000E+1
6.6224E-1	5.1864E-1	-4.3200E+2
6.6260E-1	5.1839E-1	-4.9000E+2
6.6295E-1	5.1961E-1	-5.3200E+2
6.6330E-1	5.1815E-1	-1.8000E+2
6.6366E-1	5.1888E-1	-7.1700E+2
6.6401E-1	5.1937E-1	-2.7000E+1
6.6436E-1	5.2082E-1	2.3000E+2
6.6471E-1	5.2058E-1	9.3000E+1
6.6507E-1	5.1815E-1	3.8000E+1
6.6542E-1	5.1694E-1	1.3800E+2
6.6577E-1	5.1694E-1	2.1600E+2
6.6613E-1	5.1524E-1	6.6100E+2
6.6648E-1	5.1621E-1	-5.2000E+1
6.6683E-1	5.1427E-1	6.6000E+1
6.6730E-1	5.1475E-1	1.8900E+2
6.6766E-1	5.1451E-1	2.0600E+2
6.6789E-1	5.1427E-1	4.0800E+2
6.6824E-1	5.1572E-1	1.9900E+2
6.6860E-1	5.1354E-1	-1.5400E+2
6.6895E-1	5.1427E-1	1.6000E+2
6.6942E-1	5.1499E-1	-2.5300E+2
6.6977E-1	5.1451E-1	-6.6700E+2
6.7013E-1	5.1499E-1	-3.1700E+2
6.7048E-1	5.1645E-1	-1.9000E+1
6.7083E-1	5.1815E-1	-4.5200E+2
6.7119E-1	5.1694E-1	-2.0600E+2
6.7154E-1	5.1839E-1	-3.1000E+2
6.7189E-1	5.2010E-1	-4.4300E+2
6.7224E-1	5.1961E-1	-1.6200E+2
6.7260E-1	5.1937E-1	2.5100E+2
6.7295E-1	5.1791E-1	-9.8000E+1
6.7330E-1	5.1694E-1	4.2600E+2
6.7366E-1	5.1621E-1	-1.8100E+2
6.7401E-1	5.1645E-1	2.3500E+2
6.7436E-1	5.1621E-1	-2.9000E+1
6.7472E-1	5.1548E-1	-7.8000E+2
6.7507E-1	5.1402E-1	-7.4000E+2
6.7542E-1	5.1305E-1	1.9100E+2
6.7577E-1	5.1378E-1	-1.5300E+2
6.7613E-1	5.1354E-1	-5.4000E+2
6.7648E-1	5.1354E-1	-2.3400E+2
6.7683E-1	5.1451E-1	2.9000E+2
6.7719E-1	5.1184E-1	-7.0500E+2
6.7754E-1	5.1499E-1	-8.9000E+2
6.7789E-1	5.1475E-1	-3.4600E+2
6.7825E-1	5.1329E-1	2.0000E+0
6.7860E-1	5.1475E-1	-6.5400E+2
6.7907E-1	5.1621E-1	-2.1200E+2
6.7942E-1	5.1597E-1	-5.6500E+2
6.7977E-1	5.1718E-1	-5.4300E+2
6.8013E-1	5.1742E-1	-7.7400E+2
6.8048E-1	5.2058E-1	-2.4000E+1
6.8083E-1	5.2204E-1	-6.8400E+2
6.8119E-1	5.2301E-1	-3.7500E+2
6.8154E-1	5.2180E-1	2.1000E+1
6.8189E-1	5.2447E-1	1.9300E+2
6.8225E-1	5.2204E-1	1.9900E+2
6.8260E-1	5.2010E-1	-1.2500E+2
6.8295E-1	5.2010E-1	1.0700E+2
6.8330E-1	5.1912E-1	-2.0700E+2
6.8366E-1	5.1888E-1	-2.2000E+1
6.8401E-1	5.1742E-1	2.1500E+2
6.8436E-1	5.1888E-1	-2.8700E+2
6.8472E-1	5.1888E-1	-4.7200E+2
6.8507E-1	5.1815E-1	-1.3700E+2
6.8542E-1	5.1961E-1	-4.0900E+2
6.8578E-1	5.1961E-1	-4.7800E+2
6.8613E-1	5.2058E-1	-1.7700E+2
6.8648E-1	5.2082E-1	-1.9400E+2
6.8683E-1	5.2082E-1	-7.2100E+2
6.8719E-1	5.2228E-1	-6.4800E+2
6.8754E-1	5.2350E-1	-8.5200E+2
6.8789E-1	5.2787E-1	-1.0990E+3
6.8825E-1	5.2908E-1	-8.7400E+2
6.8872E-1	5.2957E-1	-1.3500E+3
6.8907E-1	5.3321E-1	-8.1600E+2
6.8942E-1	5.3370E-1	-1.5000E+2
6.8978E-1	5.3030E-1	6.0400E+2
6.9013E-1	5.3224E-1	9.2400E+2
6.9036E-1	5.2957E-1	1.0200E+3
6.9083E-1	5.2617E-1	3.7800E+2
6.9119E-1	5.2423E-1	4.7200E+2
6.9154E-1	5.2277E-1	4.6500E+2
6.9189E-1	5.2447E-1	1.4000E+2
6.9225E-1	5.2155E-1	-1.0000E+2
6.9260E-1	5.2155E-1	7.3000E+1
6.9295E-1	5.2082E-1	-2.6600E+2
6.9331E-1	5.2058E-1	2.3000E+1
6.9366E-1	5.1791E-1	-4.3600E+2
6.9401E-1	5.1864E-1	-3.4100E+2
6.9436E-1	5.1694E-1	-2.6900E+2
6.9472E-1	5.1985E-1	-6.2300E+2
6.9507E-1	5.1839E-1	-3.7000E+1
6.9542E-1	5.1767E-1	-2.9000E+2
6.9578E-1	5.1888E-1	-3.5200E+2
6.9613E-1	5.1864E-1	-3.1500E+2
6.9648E-1	5.2107E-1	2.5100E+2
6.9683E-1	5.1912E-1	3.2400E+2
6.9719E-1	5.2010E-1	-5.9500E+2
6.9754E-1	5.2034E-1	-6.3300E+2
6.9789E-1	5.1961E-1	-5.0900E+2
6.9825E-1	5.2034E-1	-1.8900E+2
6.9872E-1	5.2131E-1	-1.8700E+2
6.9907E-1	5.2010E-1	-6.2900E+2
6.9931E-1	5.2082E-1	-1.2600E+2
6.9966E-1	5.2131E-1	-6.9100E+2
7.0001E-1	5.2204E-1	-7.0200E+2
7.0048E-1	5.2034E-1	-6.7000E+1
7.0084E-1	5.2180E-1	-3.3600E+2
7.0119E-1	5.2107E-1	7.0000E+0
7.0154E-1	5.2204E-1	-4.9700E+2
7.0189E-1	5.2155E-1	-2.7100E+2
7.0225E-1	5.2277E-1	-3.0300E+2
7.0260E-1	5.2423E-1	-6.1000E+2
7.0295E-1	5.2277E-1	-4.8400E+2
