Aux out [V]	Aux in [V]	PDH out [a.u.]
2.0445E-1	3.2259E-1	-5.2200E+2
2.0445E-1	3.2381E-1	7.6000E+2
2.0445E-1	3.2405E-1	4.4100E+2
2.0445E-1	3.2478E-1	3.2200E+2
2.0456E-1	3.2478E-1	4.6500E+2
2.0456E-1	3.2624E-1	5.9900E+2
2.0456E-1	3.2381E-1	7.5700E+2
2.0468E-1	3.2283E-1	4.7000E+1
2.0468E-1	3.2332E-1	1.9200E+2
2.0468E-1	3.2429E-1	2.4700E+2
2.0468E-1	3.2453E-1	9.7000E+1
2.0480E-1	3.2381E-1	1.2010E+3
2.0480E-1	3.2502E-1	6.3500E+2
2.0480E-1	3.2551E-1	1.1840E+3
2.0492E-1	3.2526E-1	1.8400E+2
2.0492E-1	3.2478E-1	1.3000E+1
2.0492E-1	3.2429E-1	3.8500E+2
2.0492E-1	3.2453E-1	3.4800E+2
2.0503E-1	3.2575E-1	2.0600E+2
2.0503E-1	3.2405E-1	-5.8000E+1
2.0503E-1	3.2526E-1	2.9800E+2
2.0515E-1	3.2526E-1	5.2400E+2
2.0515E-1	3.2575E-1	1.3900E+2
2.0515E-1	3.2381E-1	2.8500E+2
2.0515E-1	3.2502E-1	8.2500E+2
2.0527E-1	3.2502E-1	3.9200E+2
2.0527E-1	3.2453E-1	5.4100E+2
2.0527E-1	3.2551E-1	2.2300E+2
2.0539E-1	3.2381E-1	3.9400E+2
2.0539E-1	3.2502E-1	2.1000E+1
2.0539E-1	3.2356E-1	5.9300E+2
2.0539E-1	3.2575E-1	-2.6100E+2
2.0550E-1	3.2526E-1	6.6500E+2
2.0550E-1	3.2502E-1	3.2600E+2
2.0550E-1	3.2502E-1	8.6200E+2
2.0562E-1	3.2599E-1	1.7000E+1
2.0562E-1	3.2429E-1	4.8500E+2
2.0562E-1	3.2624E-1	-6.7000E+1
2.0562E-1	3.2429E-1	5.5800E+2
2.0574E-1	3.2478E-1	2.6900E+2
2.0574E-1	3.2648E-1	7.2900E+2
2.0574E-1	3.2502E-1	4.2200E+2
2.0586E-1	3.2648E-1	-1.0000E+1
2.0586E-1	3.2453E-1	1.4100E+2
2.0586E-1	3.2696E-1	2.9500E+2
2.0586E-1	3.2624E-1	5.9900E+2
2.0597E-1	3.2502E-1	-1.1000E+1
2.0597E-1	3.2405E-1	2.8500E+2
2.0597E-1	3.2672E-1	3.1600E+2
2.0609E-1	3.2599E-1	6.1600E+2
2.0609E-1	3.2478E-1	8.5100E+2
2.0609E-1	3.2526E-1	5.9900E+2
2.0609E-1	3.2624E-1	-2.1500E+2
2.0621E-1	3.2599E-1	5.9700E+2
2.0621E-1	3.2478E-1	-6.8000E+1
2.0621E-1	3.2599E-1	-2.7000E+2
2.0633E-1	3.2551E-1	-1.7200E+2
2.0633E-1	3.2648E-1	-1.4100E+2
2.0633E-1	3.2624E-1	7.7200E+2
2.0633E-1	3.2599E-1	4.2700E+2
2.0645E-1	3.2672E-1	9.4000E+1
2.0645E-1	3.2624E-1	-1.0600E+2
2.0645E-1	3.2551E-1	5.8500E+2
2.0656E-1	3.2721E-1	7.3100E+2
2.0656E-1	3.2696E-1	-1.9000E+2
2.0656E-1	3.2599E-1	4.1800E+2
2.0656E-1	3.2624E-1	2.5400E+2
2.0668E-1	3.2672E-1	9.6000E+1
2.0668E-1	3.2599E-1	-4.0000E+0
2.0668E-1	3.2575E-1	7.3700E+2
2.0680E-1	3.2526E-1	-1.1200E+2
2.0680E-1	3.2696E-1	2.9400E+2
2.0680E-1	3.2648E-1	9.3000E+2
2.0680E-1	3.2696E-1	3.7800E+2
2.0692E-1	3.2769E-1	-3.2000E+1
2.0692E-1	3.2891E-1	-1.1300E+2
2.0692E-1	3.3036E-1	3.7000E+2
2.0703E-1	3.2964E-1	2.0900E+2
2.0703E-1	3.2939E-1	1.0620E+3
2.0703E-1	3.2988E-1	3.1800E+2
2.0703E-1	3.3036E-1	-3.8500E+2
2.0715E-1	3.2988E-1	-3.2000E+1
2.0715E-1	3.2891E-1	2.8400E+2
2.0715E-1	3.3012E-1	1.2600E+2
2.0727E-1	3.2842E-1	-3.3500E+2
2.0727E-1	3.3109E-1	-7.0000E+0
2.0727E-1	3.3061E-1	4.7300E+2
2.0727E-1	3.3109E-1	-6.7000E+1
2.0739E-1	3.3352E-1	2.8900E+2
2.0739E-1	3.3036E-1	-8.9000E+1
2.0739E-1	3.3134E-1	9.0000E+0
2.0750E-1	3.3207E-1	-6.5000E+2
2.0750E-1	3.3279E-1	-4.2100E+2
2.0750E-1	3.3279E-1	-1.6000E+1
2.0750E-1	3.3328E-1	4.1600E+2
2.0762E-1	3.3207E-1	2.7100E+2
2.0762E-1	3.3255E-1	6.4000E+1
2.0762E-1	3.3182E-1	3.8000E+2
2.0774E-1	3.3207E-1	-1.0000E+2
2.0774E-1	3.3182E-1	-1.5000E+2
2.0774E-1	3.3279E-1	3.7200E+2
2.0774E-1	3.3377E-1	-4.6400E+2
2.0786E-1	3.3304E-1	-2.0300E+2
2.0786E-1	3.3352E-1	-3.6000E+1
2.0786E-1	3.3401E-1	-1.4200E+2
2.0797E-1	3.3498E-1	1.3800E+2
2.0797E-1	3.3352E-1	-2.7000E+1
2.0797E-1	3.3449E-1	5.5300E+2
2.0797E-1	3.3425E-1	2.9200E+2
2.0809E-1	3.3474E-1	-3.3000E+2
2.0809E-1	3.3498E-1	-1.2800E+2
2.0809E-1	3.3741E-1	-1.8700E+2
2.0821E-1	3.3571E-1	-2.3400E+2
2.0821E-1	3.3595E-1	-4.3100E+2
2.0821E-1	3.3522E-1	-3.4900E+2
2.0821E-1	3.3741E-1	-7.1000E+1
2.0833E-1	3.3717E-1	1.0000E+2
2.0833E-1	3.3547E-1	-3.7500E+2
2.0833E-1	3.3765E-1	-7.0300E+2
2.0845E-1	3.3984E-1	-1.1200E+2
2.0845E-1	3.3838E-1	-4.7500E+2
2.0845E-1	3.3692E-1	-8.8800E+2
2.0845E-1	3.3741E-1	-4.0400E+2
2.0856E-1	3.3862E-1	-9.1700E+2
2.0856E-1	3.3887E-1	-6.7700E+2
2.0856E-1	3.4008E-1	-1.0120E+3
2.0868E-1	3.4203E-1	-1.0540E+3
2.0868E-1	3.4251E-1	-8.2300E+2
2.0868E-1	3.4203E-1	-1.1170E+3
2.0868E-1	3.4664E-1	-1.4110E+3
2.0880E-1	3.4373E-1	-1.1960E+3
2.0880E-1	3.4275E-1	-8.5500E+2
2.0880E-1	3.4445E-1	-6.9300E+2
2.0892E-1	3.4445E-1	-1.1010E+3
2.0892E-1	3.4470E-1	-5.0500E+2
2.0892E-1	3.4567E-1	-1.3820E+3
2.0892E-1	3.4688E-1	-6.7700E+2
2.0903E-1	3.4518E-1	-8.1900E+2
2.0903E-1	3.4518E-1	-1.3520E+3
2.0903E-1	3.4616E-1	-1.4230E+3
2.0915E-1	3.4494E-1	-1.5290E+3
2.0915E-1	3.4543E-1	-1.8800E+2
2.0915E-1	3.4761E-1	-1.0090E+3
2.0915E-1	3.4786E-1	-5.2300E+2
2.0927E-1	3.4956E-1	-5.8500E+2
2.0927E-1	3.5053E-1	-3.3000E+2
2.0927E-1	3.4907E-1	-4.5000E+2
2.0939E-1	3.4980E-1	-5.4500E+2
2.0939E-1	3.5053E-1	-8.4900E+2
2.0939E-1	3.4956E-1	-3.7500E+2
2.0939E-1	3.4931E-1	-3.2900E+2
2.0950E-1	3.5029E-1	-1.8000E+1
2.0950E-1	3.5004E-1	-4.6600E+2
2.0950E-1	3.5101E-1	8.3000E+1
2.0962E-1	3.4907E-1	-2.2400E+2
2.0962E-1	3.4907E-1	-2.3300E+2
2.0962E-1	3.4834E-1	-5.0400E+2
2.0962E-1	3.4931E-1	1.1300E+2
2.0974E-1	3.5004E-1	-2.2900E+2
2.0974E-1	3.5029E-1	-2.8300E+2
2.0974E-1	3.5029E-1	2.3000E+1
2.0986E-1	3.5004E-1	3.2300E+2
2.0986E-1	3.5101E-1	4.2800E+2
2.0986E-1	3.5077E-1	1.9500E+2
2.0986E-1	3.4956E-1	6.9100E+2
2.0997E-1	3.5101E-1	-6.6000E+1
2.0997E-1	3.5029E-1	7.3800E+2
2.0997E-1	3.5101E-1	7.4000E+2
2.1009E-1	3.5053E-1	-1.3100E+2
2.1009E-1	3.5077E-1	4.8400E+2
2.1009E-1	3.4931E-1	3.7200E+2
2.1009E-1	3.4858E-1	3.5900E+2
2.1021E-1	3.4907E-1	9.9200E+2
2.1021E-1	3.5029E-1	1.1570E+3
2.1021E-1	3.4907E-1	4.3800E+2
2.1033E-1	3.4907E-1	5.9400E+2
2.1033E-1	3.4907E-1	5.4600E+2
2.1033E-1	3.4834E-1	1.2990E+3
2.1033E-1	3.4931E-1	5.6100E+2
2.1045E-1	3.4883E-1	5.9900E+2
2.1045E-1	3.4956E-1	1.2770E+3
2.1045E-1	3.4907E-1	6.5800E+2
2.1056E-1	3.4810E-1	6.9300E+2
2.1056E-1	3.4786E-1	9.2000E+2
2.1056E-1	3.4737E-1	8.1500E+2
2.1056E-1	3.4713E-1	1.1290E+3
2.1068E-1	3.4591E-1	1.5370E+3
2.1068E-1	3.4616E-1	2.6100E+2
2.1068E-1	3.4421E-1	6.1700E+2
2.1080E-1	3.4518E-1	7.2800E+2
2.1080E-1	3.4397E-1	1.5100E+3
2.1080E-1	3.4397E-1	7.0700E+2
2.1080E-1	3.4373E-1	1.3670E+3
2.1092E-1	3.4518E-1	6.5500E+2
2.1092E-1	3.4445E-1	7.9200E+2
2.1092E-1	3.4275E-1	4.4000E+1
2.1103E-1	3.4251E-1	-3.3000E+1
2.1103E-1	3.4324E-1	4.4600E+2
2.1103E-1	3.4445E-1	8.6900E+2
2.1103E-1	3.4348E-1	4.1600E+2
2.1115E-1	3.4324E-1	8.7000E+2
2.1115E-1	3.4203E-1	8.3000E+2
2.1115E-1	3.4203E-1	1.8800E+2
2.1127E-1	3.4300E-1	2.6000E+2
2.1127E-1	3.4300E-1	7.6200E+2
2.1127E-1	3.4373E-1	9.3000E+1
2.1127E-1	3.4300E-1	5.0200E+2
2.1139E-1	3.4348E-1	5.5400E+2
2.1139E-1	3.4373E-1	1.0300E+2
2.1139E-1	3.4203E-1	5.6600E+2
2.1150E-1	3.4251E-1	3.3900E+2
2.1150E-1	3.4203E-1	5.2000E+2
2.1150E-1	3.4203E-1	6.6700E+2
2.1150E-1	3.4300E-1	4.0400E+2
2.1162E-1	3.4324E-1	4.2000E+1
2.1162E-1	3.4203E-1	-3.2900E+2
2.1162E-1	3.4300E-1	4.9000E+1
2.1174E-1	3.4178E-1	2.0400E+2
2.1174E-1	3.4203E-1	-1.3300E+2
2.1174E-1	3.4251E-1	3.7300E+2
2.1174E-1	3.4275E-1	-3.4700E+2
2.1186E-1	3.4154E-1	-7.1000E+1
2.1186E-1	3.4324E-1	9.0000E+0
2.1186E-1	3.4373E-1	4.6000E+1
2.1197E-1	3.4348E-1	-1.4000E+2
2.1197E-1	3.4227E-1	-2.8600E+2
2.1197E-1	3.4300E-1	2.8900E+2
2.1197E-1	3.4373E-1	1.5000E+1
2.1209E-1	3.4348E-1	2.3800E+2
2.1209E-1	3.4397E-1	-1.4300E+2
2.1209E-1	3.4275E-1	8.0000E+0
2.1221E-1	3.4494E-1	3.1700E+2
2.1221E-1	3.4300E-1	-4.1800E+2
2.1221E-1	3.4373E-1	-5.8600E+2
2.1221E-1	3.4275E-1	-3.3500E+2
2.1233E-1	3.4470E-1	-2.9000E+1
2.1233E-1	3.4348E-1	-1.0480E+3
2.1233E-1	3.4591E-1	-1.0400E+2
2.1245E-1	3.4324E-1	-1.3000E+1
2.1245E-1	3.4567E-1	-2.0700E+2
2.1245E-1	3.4567E-1	-2.1800E+2
2.1245E-1	3.4786E-1	1.1900E+2
2.1256E-1	3.4591E-1	3.3000E+2
2.1256E-1	3.4688E-1	-1.3600E+2
2.1256E-1	3.4543E-1	-7.4000E+1
2.1268E-1	3.4543E-1	5.0300E+2
2.1268E-1	3.4591E-1	-8.0000E+1
2.1268E-1	3.4567E-1	3.8400E+2
2.1268E-1	3.4640E-1	6.7700E+2
2.1280E-1	3.4810E-1	4.7700E+2
2.1280E-1	3.4567E-1	3.4300E+2
2.1280E-1	3.4567E-1	3.0100E+2
2.1292E-1	3.4737E-1	-1.3000E+2
2.1292E-1	3.4494E-1	-3.4100E+2
2.1292E-1	3.4591E-1	8.2600E+2
2.1292E-1	3.4664E-1	4.3100E+2
2.1303E-1	3.4640E-1	4.2400E+2
2.1303E-1	3.4591E-1	8.8000E+1
2.1303E-1	3.4567E-1	3.4600E+2
2.1315E-1	3.4688E-1	7.5400E+2
2.1315E-1	3.4567E-1	-3.2000E+2
2.1315E-1	3.4567E-1	3.4400E+2
2.1315E-1	3.4713E-1	7.7500E+2
2.1327E-1	3.4616E-1	4.0200E+2
2.1327E-1	3.4567E-1	6.0400E+2
2.1327E-1	3.4737E-1	1.0080E+3
2.1339E-1	3.4567E-1	5.9300E+2
2.1339E-1	3.4688E-1	5.0200E+2
2.1339E-1	3.4713E-1	9.7700E+2
2.1339E-1	3.4640E-1	4.6800E+2
2.1350E-1	3.4591E-1	1.0020E+3
2.1350E-1	3.4640E-1	3.9400E+2
2.1350E-1	3.4761E-1	9.9600E+2
2.1362E-1	3.4664E-1	1.1890E+3
2.1362E-1	3.4688E-1	6.4800E+2
2.1362E-1	3.4543E-1	1.0590E+3
2.1362E-1	3.4786E-1	2.9000E+2
2.1374E-1	3.4664E-1	5.7600E+2
2.1374E-1	3.4737E-1	4.3000E+2
2.1374E-1	3.4786E-1	6.7900E+2
2.1386E-1	3.4616E-1	7.3600E+2
2.1386E-1	3.4640E-1	1.0320E+3
2.1386E-1	3.4640E-1	9.5400E+2
2.1386E-1	3.4810E-1	7.7900E+2
2.1398E-1	3.4664E-1	2.7900E+2
2.1398E-1	3.4688E-1	1.3800E+3
2.1398E-1	3.4518E-1	7.4500E+2
2.1409E-1	3.4713E-1	5.5800E+2
2.1409E-1	3.4494E-1	1.2250E+3
2.1409E-1	3.4616E-1	1.1280E+3
2.1409E-1	3.4616E-1	1.9900E+2
2.1421E-1	3.4567E-1	-9.5000E+1
2.1421E-1	3.4688E-1	8.2800E+2
2.1421E-1	3.4616E-1	8.4800E+2
2.1433E-1	3.4616E-1	5.4500E+2
2.1433E-1	3.4664E-1	5.8500E+2
2.1433E-1	3.4834E-1	2.2200E+2
2.1433E-1	3.4786E-1	2.6200E+2
2.1445E-1	3.4761E-1	5.6600E+2
2.1445E-1	3.4616E-1	-7.2000E+1
2.1445E-1	3.4713E-1	2.6400E+2
2.1456E-1	3.4688E-1	2.9000E+1
2.1456E-1	3.4737E-1	4.8000E+1
2.1456E-1	3.4761E-1	6.1100E+2
2.1456E-1	3.4786E-1	-2.7400E+2
2.1468E-1	3.4956E-1	9.6000E+1
2.1468E-1	3.4737E-1	2.6500E+2
2.1468E-1	3.4640E-1	-5.9000E+1
2.1480E-1	3.4713E-1	-1.1300E+2
2.1480E-1	3.4761E-1	2.0700E+2
2.1480E-1	3.4883E-1	6.0000E+0
2.1480E-1	3.4834E-1	-3.1000E+2
2.1492E-1	3.4786E-1	-1.5000E+2
2.1492E-1	3.4931E-1	3.2000E+2
2.1492E-1	3.4883E-1	-4.6700E+2
2.1503E-1	3.5053E-1	-3.7300E+2
2.1503E-1	3.4786E-1	-5.1000E+1
2.1503E-1	3.5150E-1	-1.2900E+2
2.1503E-1	3.5029E-1	-2.1700E+2
2.1515E-1	3.5174E-1	-1.3000E+2
2.1515E-1	3.5199E-1	-2.0200E+2
2.1515E-1	3.5004E-1	-3.7700E+2
2.1527E-1	3.5174E-1	-8.8800E+2
2.1527E-1	3.5077E-1	-4.7100E+2
2.1527E-1	3.5029E-1	-1.0800E+2
2.1527E-1	3.5247E-1	-5.6300E+2
2.1539E-1	3.5053E-1	-5.8500E+2
2.1539E-1	3.5296E-1	-7.0200E+2
2.1539E-1	3.5369E-1	-5.4500E+2
2.1550E-1	3.5490E-1	-1.0960E+3
2.1550E-1	3.5271E-1	-1.2300E+3
2.1550E-1	3.5417E-1	-5.4800E+2
2.1550E-1	3.5344E-1	-1.4950E+3
2.1562E-1	3.5296E-1	-5.2100E+2
2.1562E-1	3.5393E-1	-6.5500E+2
2.1562E-1	3.5514E-1	-7.5900E+2
2.1574E-1	3.5490E-1	-1.0920E+3
2.1574E-1	3.5563E-1	-1.1380E+3
2.1574E-1	3.5709E-1	-7.6600E+2
2.1574E-1	3.5757E-1	-5.1100E+2
2.1586E-1	3.5636E-1	-2.5800E+2
2.1586E-1	3.5684E-1	-1.0220E+3
2.1586E-1	3.5927E-1	-1.9180E+3
2.1598E-1	3.5660E-1	-1.3490E+3
2.1598E-1	3.5830E-1	-1.3340E+3
2.1598E-1	3.6000E-1	-1.0770E+3
2.1598E-1	3.6195E-1	-7.5500E+2
2.1609E-1	3.6025E-1	-1.1120E+3
2.1609E-1	3.5927E-1	-1.3030E+3
2.1609E-1	3.6025E-1	-1.2420E+3
2.1621E-1	3.6073E-1	-8.1100E+2
2.1621E-1	3.6146E-1	-1.2140E+3
2.1621E-1	3.6705E-1	-1.6040E+3
2.1621E-1	3.6656E-1	-9.3000E+2
2.1633E-1	3.6729E-1	-6.7200E+2
2.1633E-1	3.6778E-1	-7.5200E+2
2.1633E-1	3.6753E-1	-9.8700E+2
2.1645E-1	3.6729E-1	-6.9800E+2
2.1645E-1	3.6680E-1	-9.1900E+2
2.1645E-1	3.6753E-1	-6.3800E+2
2.1645E-1	3.6972E-1	-1.0720E+3
2.1656E-1	3.7021E-1	-8.7900E+2
2.1656E-1	3.6972E-1	-1.0300E+3
2.1656E-1	3.7045E-1	-6.5700E+2
2.1668E-1	3.7045E-1	-6.2000E+1
2.1668E-1	3.6972E-1	-4.6600E+2
2.1668E-1	3.7021E-1	-3.0900E+2
2.1668E-1	3.7045E-1	-4.0000E+2
2.1680E-1	3.7021E-1	-7.2400E+2
2.1680E-1	3.7118E-1	-1.9000E+2
2.1680E-1	3.7118E-1	6.0000E+1
2.1692E-1	3.7093E-1	-2.9800E+2
2.1692E-1	3.7336E-1	-3.1700E+2
2.1692E-1	3.7166E-1	2.2800E+2
2.1692E-1	3.7069E-1	5.0400E+2
2.1703E-1	3.7166E-1	6.2200E+2
2.1703E-1	3.7093E-1	2.2100E+2
2.1703E-1	3.7093E-1	4.4200E+2
2.1715E-1	3.7069E-1	5.3200E+2
2.1715E-1	3.7166E-1	4.0000E+1
2.1715E-1	3.7118E-1	6.9900E+2
2.1715E-1	3.6875E-1	1.4870E+3
2.1727E-1	3.7069E-1	7.6800E+2
2.1727E-1	3.6996E-1	-6.0000E+1
2.1727E-1	3.7118E-1	7.1800E+2
2.1739E-1	3.7069E-1	5.3100E+2
2.1739E-1	3.6948E-1	1.1690E+3
2.1739E-1	3.7118E-1	8.7000E+2
2.1739E-1	3.6826E-1	7.3600E+2
2.1750E-1	3.6802E-1	7.9600E+2
2.1750E-1	3.6778E-1	7.6400E+2
2.1750E-1	3.6729E-1	7.7700E+2
2.1762E-1	3.6778E-1	8.8700E+2
2.1762E-1	3.6851E-1	1.5750E+3
2.1762E-1	3.6826E-1	1.2310E+3
2.1762E-1	3.6851E-1	6.4900E+2
2.1774E-1	3.6705E-1	1.0500E+3
2.1774E-1	3.6729E-1	1.6990E+3
2.1774E-1	3.6583E-1	7.6400E+2
2.1786E-1	3.6535E-1	3.6800E+2
2.1786E-1	3.6583E-1	7.8900E+2
2.1786E-1	3.6413E-1	1.3440E+3
2.1786E-1	3.6559E-1	6.4000E+2
2.1798E-1	3.6486E-1	1.4820E+3
2.1798E-1	3.6486E-1	3.2400E+2
2.1798E-1	3.6559E-1	5.9700E+2
2.1809E-1	3.6316E-1	4.5400E+2
2.1809E-1	3.6170E-1	-1.0800E+2
2.1809E-1	3.6170E-1	1.7200E+2
2.1809E-1	3.6243E-1	8.0800E+2
2.1821E-1	3.6195E-1	5.9500E+2
2.1821E-1	3.6049E-1	2.3000E+1
2.1821E-1	3.6073E-1	-4.7000E+1
2.1833E-1	3.6073E-1	-6.2400E+2
2.1833E-1	3.6000E-1	1.3000E+2
2.1833E-1	3.5879E-1	-3.0100E+2
2.1833E-1	3.5879E-1	-4.3100E+2
2.1845E-1	3.6219E-1	-1.4100E+2
2.1845E-1	3.6000E-1	5.4600E+2
2.1845E-1	3.6073E-1	-3.0200E+2
2.1856E-1	3.6122E-1	-5.0300E+2
2.1856E-1	3.5830E-1	-2.9100E+2
2.1856E-1	3.5952E-1	3.4000E+1
2.1856E-1	3.6000E-1	-4.8500E+2
2.1868E-1	3.6025E-1	8.4000E+1
2.1868E-1	3.6025E-1	-4.7800E+2
2.1868E-1	3.6000E-1	-9.1600E+2
2.1880E-1	3.5903E-1	-4.9200E+2
2.1880E-1	3.5976E-1	-3.2700E+2
2.1880E-1	3.6049E-1	-1.1070E+3
2.1880E-1	3.6025E-1	-4.6400E+2
2.1892E-1	3.6073E-1	-8.8700E+2
2.1892E-1	3.6073E-1	-8.1400E+2
2.1892E-1	3.6097E-1	-7.3700E+2
2.1903E-1	3.6122E-1	-6.2700E+2
2.1903E-1	3.5952E-1	-7.1200E+2
2.1903E-1	3.6000E-1	-1.0230E+3
2.1903E-1	3.6000E-1	-7.5400E+2
2.1915E-1	3.5927E-1	-4.9900E+2
2.1915E-1	3.6195E-1	-6.3200E+2
2.1915E-1	3.6146E-1	-9.3200E+2
2.1927E-1	3.6073E-1	-3.4400E+2
2.1927E-1	3.6025E-1	-9.9400E+2
2.1927E-1	3.6122E-1	-1.0980E+3
2.1927E-1	3.6073E-1	-6.2600E+2
2.1939E-1	3.6073E-1	-8.1400E+2
2.1939E-1	3.6243E-1	-1.2660E+3
2.1939E-1	3.6389E-1	-1.1590E+3
2.1950E-1	3.6195E-1	-8.5500E+2
2.1950E-1	3.6243E-1	-5.3800E+2
2.1950E-1	3.6316E-1	-8.9500E+2
2.1950E-1	3.6340E-1	-1.0780E+3
2.1962E-1	3.6340E-1	-9.5600E+2
2.1962E-1	3.6340E-1	-7.0500E+2
2.1962E-1	3.6340E-1	-1.0000E+1
2.1974E-1	3.6316E-1	1.2400E+2
2.1974E-1	3.6365E-1	-4.7100E+2
2.1974E-1	3.6219E-1	-3.5800E+2
2.1974E-1	3.6316E-1	-2.4800E+2
2.1986E-1	3.6340E-1	-3.0000E+0
2.1986E-1	3.6340E-1	-8.1400E+2
2.1986E-1	3.6365E-1	-1.7500E+2
2.1998E-1	3.6365E-1	-3.8900E+2
