Record Length,2.500000e+03,,  -6.960000000000,   0.09480,
Sample Interval,1.000000e-02,,  -6.950000000000,   0.09120,
Trigger Point,6.960000000000e+02,,  -6.940000000000,   0.09360,
,,,  -6.930000000000,   0.09040,
,,,  -6.920000000000,   0.09440,
,,,  -6.910000000000,   0.09760,
Source,CH1,,  -6.900000000000,   0.09480,
Vertical Units,V,,  -6.890000000000,   0.09760,
Vertical Scale,1.000000e-02,,  -6.880000000000,   0.09560,
Vertical Offset,-7.520000e-02,,  -6.870000000000,   0.09720,
Horizontal Units,s,,  -6.860000000000,   0.09440,
Horizontal Scale,2.500000e+00,,  -6.850000000000,   0.09320,
Pt Fmt,Y,,  -6.840000000000,   0.09440,
Yzero,0.000000e+00,,  -6.830000000000,   0.09200,
Probe Atten,1.000000e+00,,  -6.820000000000,   0.09440,
Model Number,TDS2001C,,  -6.810000000000,   0.09360,
Serial Number,C012118,,  -6.800000000000,   0.09240,
Firmware Version,FV:v24.15,,  -6.790000000000,   0.09520,
,,,-06.780000000000,   0.09360,
,,,-06.770000000000,   0.09360,
,,,-06.760000000000,   0.09160,
,,,-06.750000000000,   0.09160,
,,,-06.740000000000,   0.09200,
,,,-06.730000000000,   0.09680,
,,,-06.720000000000,   0.09680,
,,,-06.710000000000,   0.09640,
,,,-06.700000000000,   0.09120,
,,,-06.690000000000,   0.09480,
,,,-06.680000000000,   0.09200,
,,,-06.670000000000,   0.09440,
,,,-06.660000000000,   0.09440,
,,,-06.650000000000,   0.09480,
,,,-06.640000000000,   0.09200,
,,,-06.630000000000,   0.09440,
,,,-06.620000000000,   0.09280,
,,,-06.610000000000,   0.09600,
,,,-06.600000000000,   0.09440,
,,,-06.590000000000,   0.09240,
,,,-06.580000000000,   0.09040,
,,,-06.570000000000,   0.09360,
,,,-06.560000000000,   0.09360,
,,,-06.550000000000,   0.09480,
,,,-06.540000000000,   0.09680,
,,,-06.530000000000,   0.09520,
,,,-06.520000000000,   0.09560,
,,,-06.510000000000,   0.09720,
,,,-06.500000000000,   0.09640,
,,,-06.490000000000,   0.09240,
,,,-06.480000000000,   0.09280,
,,,-06.470000000000,   0.09480,
,,,-06.460000000000,   0.09560,
